id,neighbourhood_group,latitude,longitude,room_type,price
7002250,Manhattan,40.77138,-73.94809,Entire home/apt,95
7002269,Brooklyn,40.65887,-73.94882,Private room,30
7002406,Manhattan,40.81514,-73.95954,Private room,80
7002884,Manhattan,40.78551,-73.94167,Entire home/apt,99
7002915,Manhattan,40.77828,-73.9764,Entire home/apt,165
7003507,Brooklyn,40.67627,-73.94775,Entire home/apt,95
7003697,Queens,40.7681,-73.91651,Private room,10000
7003788,Queens,40.74406,-73.94504,Entire home/apt,149
7004408,Manhattan,40.72745,-74.0027,Entire home/apt,190
7006151,Manhattan,40.74379,-73.98795,Entire home/apt,177
7006494,Manhattan,40.74613,-74.00468,Entire home/apt,350
7009152,Brooklyn,40.67259,-73.95831,Private room,65
7010135,Manhattan,40.77734,-73.95779,Shared room,130
7010681,Brooklyn,40.65703,-73.95964,Entire home/apt,110
7015831,Brooklyn,40.69034,-73.91666,Private room,35
7017768,Brooklyn,40.6969,-73.93435,Private room,75
7018619,Manhattan,40.81435,-73.94588,Private room,52
7019122,Brooklyn,40.71351,-73.92999,Entire home/apt,160
7019534,Brooklyn,40.70711,-73.95136,Entire home/apt,100
7020266,Brooklyn,40.71688,-73.94162,Private room,90
7020776,Manhattan,40.72795,-73.98503,Entire home/apt,250
7021346,Manhattan,40.72294,-73.9857,Private room,99
7023033,Brooklyn,40.68411,-73.93208,Private room,99
7023437,Brooklyn,40.71303,-73.94063,Entire home/apt,220
7023583,Manhattan,40.80481,-73.96375,Private room,45
7023636,Manhattan,40.84454,-73.94188,Private room,70
7023739,Manhattan,40.7688,-73.9535,Private room,150
7023818,Manhattan,40.7587,-73.96705,Private room,105
7024079,Manhattan,40.80395,-73.96531,Private room,50
7024138,Manhattan,40.78402,-73.94974,Entire home/apt,222
7024303,Brooklyn,40.69039,-73.95947,Entire home/apt,120
7024342,Brooklyn,40.64574,-73.90781,Entire home/apt,600
7024474,Brooklyn,40.6724,-73.88118,Private room,34
7024538,Brooklyn,40.69382,-73.99334,Entire home/apt,130
7024774,Brooklyn,40.69276,-73.97061,Entire home/apt,205
7024778,Brooklyn,40.68524,-73.9607,Entire home/apt,150
7025026,Manhattan,40.73669,-74.00375,Entire home/apt,149
7025693,Brooklyn,40.6811,-73.95275,Private room,100
7026258,Queens,40.74439,-73.92163,Shared room,50
7028199,Manhattan,40.70809,-74.0017,Entire home/apt,210
7031803,Manhattan,40.81054,-73.94447,Private room,135
7032396,Manhattan,40.72115,-73.98308,Entire home/apt,240
7032855,Brooklyn,40.65452,-73.9596,Private room,48
7032930,Brooklyn,40.68302,-73.94232,Entire home/apt,90
7033271,Manhattan,40.85008,-73.94277,Private room,85
7034609,Manhattan,40.81142,-73.95978,Private room,70
7034787,Queens,40.756,-73.9205,Private room,60
7034953,Brooklyn,40.6688,-73.97865,Private room,139
7035051,Brooklyn,40.67792,-73.98035,Private room,200
7035513,Manhattan,40.77098,-73.95034,Entire home/apt,153
7035579,Manhattan,40.7855,-73.97642,Entire home/apt,125
7036079,Brooklyn,40.68836,-73.99763,Entire home/apt,285
7036285,Manhattan,40.72815,-73.97598,Shared room,100
7036290,Brooklyn,40.68237,-73.91977,Private room,50
7036435,Brooklyn,40.69289,-73.92312,Private room,35
7037537,Brooklyn,40.72442,-73.93957,Entire home/apt,115
7037585,Manhattan,40.79674,-73.94449,Private room,73
7037791,Brooklyn,40.6874,-73.9383,Entire home/apt,180
7037918,Queens,40.76578,-73.86424,Private room,60
7037999,Brooklyn,40.68742,-73.92825,Private room,50
7038801,Brooklyn,40.66743,-73.94712,Private room,58
7041968,Manhattan,40.80594,-73.95363,Entire home/apt,80
7043746,Queens,40.5927,-73.7899,Entire home/apt,250
7043817,Brooklyn,40.71558,-73.93926,Entire home/apt,499
7047076,Manhattan,40.77703,-73.94773,Entire home/apt,159
7047329,Brooklyn,40.71687,-73.94656,Entire home/apt,140
7047808,Manhattan,40.74068,-73.98999,Entire home/apt,850
7048195,Brooklyn,40.65231,-73.96189,Private room,38
7048331,Brooklyn,40.66673,-73.96127,Entire home/apt,289
7048398,Manhattan,40.77408,-73.98181,Entire home/apt,245
7048418,Manhattan,40.71845,-74.01183,Entire home/apt,500
7048508,Manhattan,40.72826,-73.98422,Private room,130
7048518,Brooklyn,40.70862,-73.94651,Private room,80
7050316,Manhattan,40.8046,-73.96545,Private room,50
7050731,Brooklyn,40.67505,-73.98045,Private room,95
7051619,Queens,40.74989,-73.93777,Entire home/apt,155
7052026,Manhattan,40.76807,-73.98342,Entire home/apt,400
7053353,Queens,40.75966,-73.90924,Private room,27
7053496,Manhattan,40.84289,-73.93925,Private room,60
7053502,Brooklyn,40.68835,-73.9736,Private room,120
7053815,Brooklyn,40.71805,-73.93973,Private room,103
7054267,Manhattan,40.76719,-73.95358,Entire home/apt,155
7054405,Brooklyn,40.65326,-73.96011,Private room,80
7054468,Manhattan,40.72206,-73.97982,Private room,80
7054585,Brooklyn,40.71188,-73.95088,Private room,85
7054797,Queens,40.68485,-73.76063,Entire home/apt,150
7054824,Manhattan,40.73489,-74.00182,Entire home/apt,220
7059663,Manhattan,40.77516,-73.95224,Entire home/apt,160
7061944,Brooklyn,40.69454,-73.99499,Entire home/apt,125
7062446,Manhattan,40.74631,-73.98551,Private room,150
7062987,Manhattan,40.77269,-73.95055,Entire home/apt,140
7063158,Manhattan,40.7736,-73.98428,Entire home/apt,500
7063407,Brooklyn,40.68859,-73.972,Entire home/apt,205
7064148,Brooklyn,40.73136,-73.95276,Private room,140
7064199,Brooklyn,40.69682,-73.91458,Private room,80
7064935,Manhattan,40.8298,-73.94683,Private room,70
7065307,Manhattan,40.726,-74.00204,Entire home/apt,150
7065653,Manhattan,40.7402,-73.97935,Entire home/apt,195
7065748,Manhattan,40.72332,-73.97985,Private room,57
7066122,Queens,40.7419,-73.95738,Entire home/apt,125
7066414,Manhattan,40.77553,-73.95343,Entire home/apt,120
7067406,Manhattan,40.73055,-74.00435,Entire home/apt,275
7069743,Brooklyn,40.65192,-73.96023,Private room,75
7070287,Brooklyn,40.69811,-73.93051,Private room,60
7070947,Manhattan,40.71813,-73.99665,Private room,89
7071657,Manhattan,40.77344,-73.95035,Entire home/apt,243
7071672,Manhattan,40.81863,-73.95748,Private room,90
7071677,Brooklyn,40.69899,-73.92286,Private room,50
7072245,Manhattan,40.72397,-73.97855,Private room,115
7072541,Brooklyn,40.6942,-73.92024,Entire home/apt,150
7073418,Brooklyn,40.68297,-73.93804,Entire home/apt,250
7073436,Brooklyn,40.71067,-73.95419,Private room,109
7074232,Brooklyn,40.68358,-73.95282,Entire home/apt,120
7074488,Brooklyn,40.72074,-73.94741,Entire home/apt,272
7074504,Brooklyn,40.67102,-73.9808,Private room,100
7074961,Brooklyn,40.68664,-73.95981,Entire home/apt,170
7075103,Manhattan,40.72968,-74.00114,Entire home/apt,175
7075449,Brooklyn,40.70317,-73.92724,Private room,85
7082866,Manhattan,40.72639,-73.98756,Entire home/apt,150
7083264,Manhattan,40.76551,-73.98899,Shared room,116
7084130,Manhattan,40.71674,-74.00334,Private room,100
7084621,Manhattan,40.73634,-74.00485,Entire home/apt,350
7086310,Manhattan,40.83621,-73.94646,Private room,80
7086331,Queens,40.76623,-73.91902,Entire home/apt,80
7086539,Brooklyn,40.68774,-73.9155,Entire home/apt,110
7087255,Brooklyn,40.65459,-73.97475,Entire home/apt,267
7087528,Bronx,40.87183,-73.90371,Private room,75
7087549,Manhattan,40.7777,-73.9896,Entire home/apt,200
7087752,Brooklyn,40.68115,-73.95074,Private room,55
7089310,Queens,40.72223,-73.78565,Entire home/apt,398
7089639,Manhattan,40.72382,-73.98171,Private room,80
7090264,Brooklyn,40.68403,-73.92071,Entire home/apt,125
7090512,Brooklyn,40.6541,-73.95814,Private room,38
7091014,Brooklyn,40.66664,-73.99348,Private room,80
7091125,Manhattan,40.74138,-73.98814,Entire home/apt,299
7091390,Manhattan,40.82632,-73.95168,Entire home/apt,125
7091660,Manhattan,40.72348,-73.99095,Private room,250
7092505,Brooklyn,40.72568,-73.94142,Entire home/apt,129
7092618,Manhattan,40.7604,-73.96257,Entire home/apt,190
7093122,Manhattan,40.72123,-73.99513,Private room,90
7093920,Manhattan,40.76193,-73.94933,Private room,83
7093979,Manhattan,40.75651,-73.96696,Entire home/apt,450
7094110,Manhattan,40.79326,-73.93988,Entire home/apt,102
7094112,Manhattan,40.73022,-73.98893,Entire home/apt,198
7094262,Manhattan,40.75788,-73.9689,Entire home/apt,149
7094462,Brooklyn,40.7324,-73.95828,Entire home/apt,120
7094539,Brooklyn,40.6536,-73.97546,Entire home/apt,143
7094619,Manhattan,40.7449,-73.97959,Private room,120
7094976,Brooklyn,40.67101,-73.9525,Private room,44
7095125,Manhattan,40.71892,-73.99241,Private room,150
7095426,Manhattan,40.70668,-74.00913,Entire home/apt,160
7095534,Manhattan,40.72474,-73.98273,Private room,110
7095708,Brooklyn,40.67921,-73.9603,Entire home/apt,125
7095783,Manhattan,40.76533,-73.96163,Entire home/apt,270
7095888,Brooklyn,40.64796,-73.89176,Entire home/apt,110
7101296,Manhattan,40.79435,-73.9745,Entire home/apt,145
7101822,Brooklyn,40.66657,-73.98725,Entire home/apt,190
7105709,Manhattan,40.73894,-74.00067,Entire home/apt,250
7105865,Manhattan,40.83663,-73.94502,Private room,45
7106154,Brooklyn,40.70041,-73.93957,Entire home/apt,200
7108992,Manhattan,40.7982,-73.96931,Entire home/apt,187
7110657,Brooklyn,40.71643,-73.95431,Private room,90
7111050,Brooklyn,40.68828,-73.92989,Shared room,29
7111775,Brooklyn,40.66817,-73.98406,Entire home/apt,100
7112684,Brooklyn,40.70684,-73.93854,Entire home/apt,90
7113258,Brooklyn,40.70415,-73.92551,Private room,100
7113393,Brooklyn,40.70675,-73.93909,Private room,85
7114665,Queens,40.70866,-73.90578,Private room,69
7116034,Brooklyn,40.68412,-73.91045,Private room,43
7116071,Brooklyn,40.61112,-74.00028,Entire home/apt,145
7116273,Brooklyn,40.65702,-73.99874,Private room,65
7116654,Brooklyn,40.65683,-73.9609,Private room,45
7116799,Queens,40.69121,-73.78342,Entire home/apt,130
7116864,Manhattan,40.76812,-73.98341,Entire home/apt,99
7122067,Manhattan,40.85471,-73.93021,Private room,90
7122588,Manhattan,40.8347,-73.94413,Private room,45
7124028,Manhattan,40.72621,-74.00186,Entire home/apt,200
7124926,Brooklyn,40.68842,-73.97254,Entire home/apt,149
7125107,Queens,40.77005,-73.87691,Private room,45
7125323,Manhattan,40.79033,-73.9729,Entire home/apt,140
7125699,Brooklyn,40.70485,-73.93863,Private room,60
7126110,Manhattan,40.72393,-73.98271,Private room,100
7126996,Brooklyn,40.71255,-73.95121,Private room,125
7127458,Queens,40.76264,-73.91156,Entire home/apt,70
7127600,Brooklyn,40.66851,-73.95936,Private room,70
7127684,Brooklyn,40.69683,-73.92372,Private room,50
7128293,Brooklyn,40.6937,-73.94501,Private room,95
7129972,Manhattan,40.71649,-74.00267,Entire home/apt,169
7131007,Brooklyn,40.6852,-73.95636,Entire home/apt,110
7132520,Brooklyn,40.69139,-73.961,Private room,40
7132891,Brooklyn,40.69319,-73.92375,Private room,75
7133306,Brooklyn,40.69464,-73.93369,Private room,65
7133488,Queens,40.75878,-73.92615,Private room,85
7134343,Brooklyn,40.67995,-73.90922,Entire home/apt,97
7134550,Manhattan,40.71706,-73.99285,Entire home/apt,110
7140625,Manhattan,40.80712,-73.95323,Private room,51
7141549,Manhattan,40.74281,-73.97981,Private room,120
7142734,Queens,40.71818,-73.84944,Private room,109
7143587,Manhattan,40.72179,-73.99829,Entire home/apt,159
7144379,Manhattan,40.71754,-73.99025,Private room,75
7144807,Staten Island,40.61363,-74.12152,Private room,45
7148121,Queens,40.75873,-73.76244,Private room,99
7149408,Manhattan,40.79355,-73.97122,Private room,95
7149452,Brooklyn,40.68538,-73.96479,Private room,65
7149710,Manhattan,40.83255,-73.94411,Private room,38
7151565,Brooklyn,40.71827,-73.94258,Private room,95
7153138,Brooklyn,40.68785,-73.92782,Entire home/apt,120
7155442,Brooklyn,40.7155,-73.95603,Private room,150
7158408,Brooklyn,40.67939,-73.94939,Entire home/apt,135
7158417,Brooklyn,40.64456,-73.97723,Entire home/apt,115
7159258,Brooklyn,40.70272,-73.93151,Private room,100
7160363,Manhattan,40.79632,-73.96225,Private room,99
7160545,Manhattan,40.72299,-73.97756,Entire home/apt,148
7161189,Brooklyn,40.69325,-73.94819,Entire home/apt,150
7162435,Manhattan,40.74219,-73.99903,Entire home/apt,599
7170149,Manhattan,40.76546,-73.98782,Entire home/apt,349
7172107,Manhattan,40.79527,-73.96695,Entire home/apt,165
7173864,Brooklyn,40.64621,-73.98163,Entire home/apt,95
7174067,Brooklyn,40.68726,-73.97616,Entire home/apt,129
7174361,Manhattan,40.75788,-73.99223,Private room,250
7174695,Manhattan,40.77614,-73.95037,Entire home/apt,700
7175595,Brooklyn,40.68582,-73.92963,Private room,66
7176975,Manhattan,40.83524,-73.943,Entire home/apt,165
7177666,Brooklyn,40.67916,-73.98911,Entire home/apt,450
7177958,Manhattan,40.80441,-73.96409,Entire home/apt,120
7178887,Brooklyn,40.67267,-73.97871,Private room,65
7179646,Brooklyn,40.66898,-73.9514,Private room,55
7180015,Queens,40.75871,-73.91112,Private room,85
7180335,Brooklyn,40.69765,-73.93334,Private room,35
7181422,Brooklyn,40.71044,-73.953,Entire home/apt,110
7192809,Manhattan,40.73888,-73.99897,Entire home/apt,500
7193201,Manhattan,40.72896,-73.9843,Private room,99
7193370,Queens,40.71005,-73.91956,Private room,64
7194042,Brooklyn,40.71781,-73.96251,Entire home/apt,168
7194138,Brooklyn,40.6748,-74.00006,Entire home/apt,200
7194538,Manhattan,40.80595,-73.94882,Entire home/apt,355
7194972,Manhattan,40.78363,-73.97485,Entire home/apt,190
7195202,Brooklyn,40.7113,-73.94249,Entire home/apt,99
7197915,Manhattan,40.72135,-73.98668,Entire home/apt,180
7198592,Manhattan,40.86717,-73.91943,Entire home/apt,145
7198878,Brooklyn,40.72328,-73.94041,Private room,55
7199049,Brooklyn,40.6927,-73.94656,Private room,65
7199258,Brooklyn,40.67026,-73.9497,Entire home/apt,130
7199464,Manhattan,40.78487,-73.97816,Private room,68
7201169,Manhattan,40.75255,-73.98003,Entire home/apt,167
7201615,Manhattan,40.72525,-73.99998,Entire home/apt,375
7202170,Manhattan,40.74882,-73.97788,Entire home/apt,160
7202368,Brooklyn,40.68651,-73.933,Entire home/apt,98
7202612,Brooklyn,40.71279,-73.96037,Private room,90
7203943,Brooklyn,40.70999,-73.9689,Private room,100
7204443,Brooklyn,40.70429,-73.98773,Private room,125
7204547,Brooklyn,40.68677,-73.97791,Entire home/apt,150
7204721,Brooklyn,40.67357,-73.95268,Entire home/apt,95
7205212,Manhattan,40.79874,-73.96034,Entire home/apt,130
7205456,Brooklyn,40.7359,-73.95799,Entire home/apt,130
7205668,Brooklyn,40.72283,-73.95232,Private room,140
7205861,Brooklyn,40.68435,-73.93806,Entire home/apt,125
7205945,Manhattan,40.73525,-74.00217,Entire home/apt,165
7206060,Brooklyn,40.70093,-73.92375,Private room,90
7206401,Manhattan,40.86755,-73.92336,Entire home/apt,175
7206568,Manhattan,40.7972,-73.96922,Private room,65
7206579,Brooklyn,40.71544,-73.95433,Private room,66
7206796,Brooklyn,40.68919,-73.97474,Entire home/apt,225
7207594,Brooklyn,40.67031,-73.95859,Private room,45
7208745,Queens,40.73859,-73.78891,Private room,59
7215836,Manhattan,40.72873,-73.98793,Private room,90
7216192,Manhattan,40.80492,-73.94486,Private room,125
7217351,Brooklyn,40.67993,-74.00688,Entire home/apt,450
7218561,Brooklyn,40.68578,-73.94409,Private room,50
7221239,Brooklyn,40.68618,-73.98837,Entire home/apt,124
7221446,Brooklyn,40.69588,-73.93384,Private room,29
7221712,Brooklyn,40.70833,-73.9564,Entire home/apt,86
7222354,Manhattan,40.76446,-73.95603,Private room,86
7222833,Brooklyn,40.71992,-73.95536,Entire home/apt,299
7224028,Brooklyn,40.68929,-73.90484,Private room,36
7224086,Brooklyn,40.70548,-73.91776,Private room,100
7224484,Manhattan,40.71992,-73.98822,Entire home/apt,110
7225366,Manhattan,40.74923,-73.99376,Entire home/apt,450
7226624,Brooklyn,40.69499,-73.9469,Private room,39
7227235,Brooklyn,40.61985,-74.03255,Private room,55
7227418,Brooklyn,40.61999,-74.03181,Private room,55
7227435,Brooklyn,40.68956,-73.9589,Private room,60
7228259,Manhattan,40.82101,-73.95436,Private room,71
7228397,Manhattan,40.82918,-73.94857,Entire home/apt,500
7230002,Brooklyn,40.71965,-73.9428,Private room,63
7234538,Brooklyn,40.68073,-73.97515,Entire home/apt,170
7237763,Brooklyn,40.6947,-73.99304,Entire home/apt,250
7238041,Brooklyn,40.71335,-73.93957,Entire home/apt,159
7238562,Brooklyn,40.71133,-73.96533,Entire home/apt,200
7239527,Manhattan,40.79831,-73.93961,Private room,70
7239575,Manhattan,40.76364,-73.9588,Entire home/apt,120
7240002,Manhattan,40.80569,-73.96058,Entire home/apt,75
7240464,Brooklyn,40.69246,-73.91909,Entire home/apt,195
7240563,Brooklyn,40.67924,-73.9405,Entire home/apt,90
7240997,Manhattan,40.7363,-74.00317,Entire home/apt,233
7241020,Manhattan,40.85487,-73.93777,Entire home/apt,115
7243708,Brooklyn,40.69158,-73.96699,Private room,65
7244171,Brooklyn,40.6752,-73.89218,Entire home/apt,80
7244824,Manhattan,40.82028,-73.95381,Private room,65
7244923,Manhattan,40.72877,-73.98175,Private room,139
7245289,Brooklyn,40.69818,-73.91356,Entire home/apt,210
7245876,Brooklyn,40.71292,-73.94873,Entire home/apt,66
7246159,Manhattan,40.79024,-73.97911,Entire home/apt,200
7246609,Manhattan,40.72259,-73.99311,Entire home/apt,200
7246757,Manhattan,40.7201,-73.9841,Entire home/apt,175
7246903,Queens,40.73456,-73.88891,Entire home/apt,96
7247033,Manhattan,40.71574,-73.99107,Private room,100
7247763,Brooklyn,40.70464,-73.91596,Private room,44
7254952,Brooklyn,40.67545,-73.98234,Entire home/apt,175
7254986,Brooklyn,40.68358,-73.99474,Entire home/apt,600
7255372,Brooklyn,40.68538,-73.92447,Private room,32
7255577,Manhattan,40.75834,-73.99277,Private room,98
7256741,Manhattan,40.7333,-73.98943,Entire home/apt,219
7257163,Manhattan,40.7332,-74.00281,Entire home/apt,175
7257311,Manhattan,40.71475,-73.9912,Entire home/apt,120
7258306,Manhattan,40.73088,-74.00035,Entire home/apt,140
7258864,Brooklyn,40.71563,-73.95737,Private room,84
7259369,Manhattan,40.7208,-73.99647,Entire home/apt,80
7259804,Brooklyn,40.68754,-73.92522,Private room,45
7260012,Brooklyn,40.68782,-73.935,Entire home/apt,115
7261121,Queens,40.77268,-73.92503,Private room,36
7262068,Manhattan,40.79715,-73.96873,Private room,80
7262439,Brooklyn,40.68397,-73.95136,Private room,40
7263899,Brooklyn,40.69649,-73.93645,Private room,38
7264263,Manhattan,40.77258,-73.95213,Entire home/apt,120
7264471,Brooklyn,40.65295,-74.00411,Private room,70
7264496,Manhattan,40.80445,-73.9649,Entire home/apt,140
7264560,Brooklyn,40.69622,-73.93394,Private room,70
7264659,Manhattan,40.78931,-73.9752,Entire home/apt,200
7265079,Brooklyn,40.6756,-73.97781,Private room,89
7265118,Manhattan,40.84828,-73.94284,Private room,250
7265249,Brooklyn,40.66226,-73.98956,Entire home/apt,125
7265253,Manhattan,40.70583,-74.00717,Shared room,47
7269771,Manhattan,40.7305,-73.98043,Entire home/apt,160
7271876,Brooklyn,40.7005,-73.91816,Entire home/apt,75
7272453,Manhattan,40.73031,-73.98784,Private room,90
7272530,Brooklyn,40.69278,-73.94678,Private room,65
7272680,Brooklyn,40.69294,-73.94666,Private room,63
7274441,Brooklyn,40.69197,-73.93193,Private room,100
7275122,Brooklyn,40.70107,-73.98391,Entire home/apt,178
7275273,Manhattan,40.74116,-73.99523,Entire home/apt,200
7275655,Manhattan,40.72457,-73.98142,Entire home/apt,170
7276534,Queens,40.7582,-73.87656,Private room,50
7277102,Brooklyn,40.66163,-73.98602,Entire home/apt,295
7277143,Manhattan,40.77877,-73.94824,Private room,100
7277180,Manhattan,40.70811,-74.01301,Private room,65
7277600,Manhattan,40.76483,-73.95367,Entire home/apt,175
7277878,Brooklyn,40.67628,-73.96425,Entire home/apt,90
7278762,Queens,40.73626,-73.87143,Entire home/apt,158
7279583,Manhattan,40.80682,-73.95196,Entire home/apt,450
7279657,Queens,40.70735,-73.90696,Entire home/apt,110
7280322,Brooklyn,40.67128,-73.97863,Entire home/apt,100
7286166,Brooklyn,40.70995,-73.96722,Private room,130
7286324,Queens,40.7631,-73.92936,Private room,70
7288752,Brooklyn,40.72642,-73.94519,Private room,70
7292825,Manhattan,40.7905,-73.97385,Entire home/apt,120
7292891,Manhattan,40.74482,-73.99917,Entire home/apt,170
7293506,Manhattan,40.78629,-73.98056,Entire home/apt,200
7294225,Manhattan,40.73125,-73.98675,Entire home/apt,480
7302762,Brooklyn,40.7272,-73.95134,Entire home/apt,120
7304034,Manhattan,40.72545,-73.98802,Entire home/apt,299
7305718,Manhattan,40.81882,-73.956,Entire home/apt,150
7306096,Brooklyn,40.64028,-73.97396,Private room,45
7307027,Brooklyn,40.67958,-73.96956,Private room,70
7307468,Brooklyn,40.69381,-73.944,Private room,49
7308118,Manhattan,40.72819,-73.98589,Private room,115
7308735,Manhattan,40.82416,-73.94623,Private room,55
7308927,Brooklyn,40.70909,-73.9256,Private room,55
7309129,Manhattan,40.71431,-73.99142,Entire home/apt,250
7309427,Brooklyn,40.66691,-73.98658,Entire home/apt,399
7309459,Brooklyn,40.68628,-73.99681,Entire home/apt,198
7309633,Brooklyn,40.68211,-73.94775,Entire home/apt,78
7310097,Brooklyn,40.67797,-73.9701,Entire home/apt,200
7310330,Manhattan,40.7228,-73.98562,Entire home/apt,300
7310413,Brooklyn,40.70403,-73.91276,Entire home/apt,225
7310835,Manhattan,40.72268,-74.00269,Entire home/apt,650
7311209,Brooklyn,40.72503,-73.93909,Private room,53
7318332,Manhattan,40.73378,-73.99714,Entire home/apt,159
7319512,Manhattan,40.76164,-73.95995,Private room,65
7319582,Brooklyn,40.68555,-73.94873,Private room,45
7319791,Manhattan,40.71894,-73.99205,Private room,120
7319856,Manhattan,40.73813,-73.98098,Entire home/apt,280
7320160,Brooklyn,40.69387,-73.96841,Private room,60
7320353,Brooklyn,40.67047,-73.95372,Private room,100
7320522,Manhattan,40.76146,-73.9896,Private room,160
7321054,Queens,40.75508,-73.92918,Private room,45
7322088,Queens,40.72644,-73.85477,Private room,39
7322656,Brooklyn,40.68992,-73.91408,Private room,50
7323905,Manhattan,40.72947,-73.9813,Entire home/apt,120
7324746,Brooklyn,40.67885,-73.96838,Private room,99
7324832,Manhattan,40.78763,-73.97308,Private room,129
7325230,Brooklyn,40.70174,-73.92662,Entire home/apt,350
7325293,Manhattan,40.77016,-73.95716,Entire home/apt,300
7326871,Brooklyn,40.70521,-73.94258,Entire home/apt,140
7327096,Manhattan,40.72869,-73.97653,Entire home/apt,120
7327782,Brooklyn,40.66664,-73.92805,Private room,64
7327833,Brooklyn,40.67464,-73.94276,Entire home/apt,120
7328260,Manhattan,40.83769,-73.94207,Private room,40
7328319,Manhattan,40.71479,-73.99284,Entire home/apt,120
7328712,Manhattan,40.74145,-73.98828,Private room,95
7328775,Brooklyn,40.68794,-73.97393,Entire home/apt,150
7329781,Manhattan,40.72044,-73.99568,Entire home/apt,650
7330488,Manhattan,40.80243,-73.9706,Private room,100
7331070,Queens,40.76729,-73.77162,Entire home/apt,290
7331201,Brooklyn,40.66539,-73.96041,Entire home/apt,120
7331835,Manhattan,40.72157,-73.98489,Entire home/apt,130
7331850,Queens,40.76432,-73.93401,Private room,70
7331958,Manhattan,40.73529,-74.00323,Entire home/apt,235
7332196,Manhattan,40.81024,-73.9525,Private room,95
7336085,Manhattan,40.75979,-73.99402,Private room,80
7338771,Manhattan,40.72261,-73.98196,Entire home/apt,280
7339716,Manhattan,40.73545,-74.00686,Entire home/apt,195
7339802,Manhattan,40.82196,-73.94247,Entire home/apt,100
7340318,Brooklyn,40.72138,-73.94709,Entire home/apt,100
7340902,Queens,40.75588,-73.93117,Entire home/apt,130
7341077,Manhattan,40.72168,-73.98418,Entire home/apt,130
7341406,Brooklyn,40.68398,-73.94101,Private room,125
7341983,Brooklyn,40.69169,-73.93142,Entire home/apt,130
7342107,Bronx,40.82873,-73.89553,Entire home/apt,120
7343048,Manhattan,40.79708,-73.969,Entire home/apt,180
7344720,Manhattan,40.7946,-73.93572,Private room,80
7344761,Manhattan,40.71645,-74.00402,Entire home/apt,250
7345333,Brooklyn,40.71711,-73.94259,Private room,125
7345443,Brooklyn,40.66378,-73.97813,Entire home/apt,166
7346434,Manhattan,40.80304,-73.96582,Private room,64
7347350,Brooklyn,40.70794,-73.93976,Private room,35
7347733,Manhattan,40.80819,-73.94315,Entire home/apt,120
7348008,Brooklyn,40.68006,-73.98053,Private room,60
7348509,Brooklyn,40.71969,-73.9562,Entire home/apt,215
7348959,Brooklyn,40.67618,-73.98122,Private room,58
7349064,Manhattan,40.76579,-73.98057,Entire home/apt,260
7349256,Brooklyn,40.69508,-73.91053,Private room,40
7349421,Manhattan,40.82606,-73.94659,Private room,78
7349633,Manhattan,40.72492,-73.97914,Private room,80
7350310,Manhattan,40.72962,-73.9836,Shared room,80
7354701,Brooklyn,40.68396,-73.92872,Entire home/apt,159
7355158,Brooklyn,40.70055,-73.92193,Private room,150
7358093,Brooklyn,40.68833,-73.91676,Entire home/apt,89
7358801,Manhattan,40.72065,-73.98273,Private room,145
7359313,Manhattan,40.74823,-73.97447,Private room,130
7359878,Brooklyn,40.68725,-73.95472,Private room,50
7361434,Brooklyn,40.64691,-73.95855,Entire home/apt,100
7361457,Brooklyn,40.68856,-73.9547,Private room,63
7362840,Brooklyn,40.64939,-73.94791,Private room,50
7363109,Manhattan,40.71729,-73.98442,Entire home/apt,189
7364008,Brooklyn,40.65349,-73.95527,Entire home/apt,99
7364374,Manhattan,40.74627,-73.99142,Private room,150
7366831,Manhattan,40.80023,-73.93822,Private room,35
7367039,Manhattan,40.7078,-74.00914,Entire home/apt,200
7367165,Manhattan,40.82681,-73.9426,Private room,35
7367484,Manhattan,40.83428,-73.94446,Private room,60
7367913,Brooklyn,40.68889,-73.95406,Private room,80
7368190,Manhattan,40.73943,-73.98135,Entire home/apt,199
7369427,Manhattan,40.78858,-73.94742,Entire home/apt,174
7369852,Brooklyn,40.59244,-73.95633,Private room,85
7376952,Manhattan,40.77976,-73.97837,Private room,120
7378773,Brooklyn,40.70178,-73.92829,Entire home/apt,98
7379929,Manhattan,40.72423,-73.99013,Private room,119
7380251,Brooklyn,40.6898,-73.95205,Private room,1600
7381038,Brooklyn,40.66196,-73.99177,Private room,75
7381236,Brooklyn,40.68247,-73.94119,Entire home/apt,450
7381893,Brooklyn,40.65918,-73.89226,Private room,55
7382396,Brooklyn,40.69143,-73.93436,Private room,64
7382573,Brooklyn,40.70767,-73.94821,Private room,70
7382982,Manhattan,40.72911,-74.00338,Private room,106
7383380,Brooklyn,40.70068,-73.94103,Private room,45
7383722,Manhattan,40.7221,-74.00464,Private room,125
7383804,Manhattan,40.75277,-73.96686,Private room,70
7385568,Manhattan,40.81355,-73.94407,Private room,40
7385651,Queens,40.74364,-73.95392,Entire home/apt,100
7385692,Queens,40.77742,-73.90965,Private room,85
7386119,Brooklyn,40.67876,-73.9715,Entire home/apt,75
7386558,Manhattan,40.72164,-73.97927,Entire home/apt,175
7387862,Manhattan,40.72309,-73.98926,Private room,150
7387919,Manhattan,40.76171,-73.99478,Private room,150
7389120,Brooklyn,40.58294,-73.95897,Entire home/apt,129
